nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,vl_latitude,vl_longitude,pk_localizacao
AVENIDA SANTOS DUMONT,5753,60175047,PAPICU,FORTALEZA,CE,"-3,7415983","-38,4801217",10629
RUA SAO JOAO,118,58300150,CENTRO,SANTA RITA,PB,"-7,122651","-34,9790169",10631
AVENIDA ROLAND GARROS,2028,02235001,PARQUE EDU CHAVES,SAO PAULO,SP,"-23,4756495","-46,5690259",10632
RUA CORONEL JOAQUIM FERREIRA DE SOUZA,310,02419070,CONJUNTO RESIDENCIAL SANTA TEREZINHA,SAO PAULO,SP,"-23,4781838","-46,640572",10633
AVENIDA DOMINGOS PORTUGUES,350,39530000,CIDADE ALTA,RIO PARDO DE MINAS,MG,"-15,6165213","-42,5436271",10634
FAZENDA SAO JOSE,SN,19640000,CARACOL,IEPE,SP,"-22,6606401","-51,0783604",10635
RUA CORONEL ERNESTO MATOS,37,60840350,MESSEJANA,FORTALEZA,CE,"-3,8254119","-38,4890835",10636
ESTRADA BAIRRO ANTUNES SP,,18380000,ANTUNES,RIBEIRA,SP,"-24,6380248","-48,9980836",10638
SITIO SAO JOSE,SN,19210000,ZONA RURAL,TARABAI,SP,"-22,3020842","-51,5626149",10639
RUA PEDRO SIMAO ZOGBI,305,96225000,VENEZA,SAO JOSE DO NORTE,RS,"-32,0142807","-52,0401509",10640
RUA BENEDITO CAVALCANTE PINTO,SN,13010020,CENTRO,CAMPINAS,SP,"-22,9084858","-47,0616134",10642
AVENIDA PREFEITO JOAO BORGES FRIAS,1170,19250970,CENTRO,SANDOVALINA,SP,"-22,4556917","-51,7652501",10643
RUA D,SN,96200300,TREVO,RIO GRANDE,RS,"-32,1087042","-52,1751091",10644
RUA LINEU JUCA,164,60420090,VILA UNIAO,FORTALEZA,CE,"-3,7690145","-38,5326586",10646
SITIO DA ESCOLA,SN,18500000,PEDERNEIRAS,LARANJAL PAULISTA,SP,"-23,0510503","-47,838004",10647
ESTRADA DO MENDANHA,555,23097003,CAMPO GRANDE,RIO DE JANEIRO,RJ,"-22,8844684","-43,5575406",10649
RUA QUINZE DE NOVEMBRO,1183F,68928045,CENTRAL,SANTANA,AP,"-0,0426688","-51,1742023",10650
AVENIDA MARANHAO ZONA NORTE,489,64000010,CENTRO,TERESINA,PI,"-5,0446853","-42,7662325",10651
RUA SENADOR SIMAO DA CUNHA,137,39770000,CENTRO,COLUNA,MG,"-18,2321015","-42,8391926",10652
RUA MARECHAL C BRANCO,SN,45840000,CENTRO,GUARATINGA,BA,"-16,5631026","-39,7825679",10653
AVENIDA PLANALTO,318,89873971,CENTRO,BOM JESUS DO OESTE,SC,"-26,6918905","-53,0973087",10655
RUA ANDRE PUENTE,SN,96600000,CENTRO,CANGUCU,RS,"-31,3970337","-52,6764403",10657
RUA EUFRAZIA,331,79900000,PARQUE DO IPE II,PONTA PORA,MS,"-22,4968663","-55,7358029",10658
RUA NOVIDADE,72,94075520,NOVO MUNDO,GRAVATAI,RS,"-29,9480496","-51,0615824",10660
AVENIDA JURACY MAGALHAES JUNIOR,388,41940060,RIO VERMELHO,SALVADOR,BA,"-13,0100372","-38,4884938",10662
AVENIDA COMENDADOR FRANCISCO AVELINO MAIA,4050,37902367,EXPOSICAO,PASSOS,MG,"-20,734321","-46,606125",10664
RUA CONDE DEU,,89871000,CENTRO,SERRA ALTA,SC,"-26,7262877","-53,0425928",10665
RUA HERACLIO VILAR,591,59570000,SANTA AGUEDA,CEARA MIRIM,RN,"-5,6349096","-35,4226533",10667
RUA MANOEL LUIZ TRINDADE,69,29395000,BOA ESPERANCA,IBATIBA,ES,"-20,2351644","-41,5090668",10668
SHS QUADRA 6 CONJUNTO A,SN,70316000,ASA SUL,BRASILIA,DF,"-15,801519","-47,860297",10669
RUA GERALDO DE A CABRAL,4,56163000,CENTRO,PARNAMIRIM,PE,"-8,0891182","-39,5793382",10671
RODOVIA DO TAPANA ALAMEDA KUBISTCHEK,120,66820190,TAPANA,BELEM,PA,"-1,4557549","-48,4901799",10673
ESTRADA MUNICIPAL DO MURUNDU,SN,18150000,SOROCABUSSU,IBIUNA,SP,"-23,6691067","-47,1766074",10675
RUA HUGO CARLOS SABOIA,SN,68480000,CENTRO,PORTEL,PA,"-1,9367497","-50,819861",10677
RUA INES BERTUOL,344,89820000,SAO ROMERO,XANXERE,SC,"-26,8880767","-52,3895602",10678
RUA CAROLINA VERONESE MORANDI,494,17830000,CENTRO,FLORIDA PAULISTA,SP,"-21,6131815","-51,1729216",10679
RUA BOTUVERA,906,89066360,ITOUPAVAZINHA,BLUMENAU,SC,"-26,8492238","-49,1054531",10680
ESTRADA BR 116,,39803971,ZONA RURAL,TEOFILO OTONI,MG,"-17,8687604","-41,5172864",10681
AVENIDA PAULO DE FRONTIN,655,20261241,RIO COMPRIDO,RIO DE JANEIRO,RJ,"-22,9284345","-43,2093058",10683
RUA PIAUI,603,37701024,CENTRO,POCOS DE CALDAS,MG,"-21,7814786","-46,5646985",10685
RUA GERALDO AX,81,89150000,CENTRO,PRESIDENTE GETULIO,SC,"-27,1067082","-49,7115614",10686
RUA GAIVOTA,145,78840000,SAO MIGUEL,CAMPO VERDE,MT,"-15,5547322","-55,1505118",10687
RUA DIANA,649,05019000,PERDIZES,SAO PAULO,SP,"-23,5340957","-46,6817341",10688
AVENIDA JOSE LOUREIRO DE SENA,2524,68909125,JARDIM FELICIDADE,MACAPA,AP,"0,0961112","-51,0558923",10689
RUA TURIASSU,1188,05005000,AGUA BRANCA,SAO PAULO,SP,"-23,5313698","-46,6742256",10690
TRAVESSA 15 DE NOVEMBRO,SN,65700000,CENTRO,BACABAL,MA,"-4,2296069","-44,7750238",10691
RUA 8,,74934060,CARDOSO CONTINUACAO,APARECIDA DE GOIANIA,GO,"-16,7443723","-49,2458396",10692
RUA VICENTE ANTONIO GRISARIO,445,08743310,JARDIM SANTA TERESA,MOGI DAS CRUZES,SP,"-23,5213379","-46,185867",10693
RUA ANTONIO ARAUJO,230,46430000,LAGOINHA,GUANAMBI,BA,"-14,2241278","-42,7935408",10694
RUA ROQUE BARBOSA,956,21863425,BANGU,RIO DE JANEIRO,RJ,"-22,8460487","-43,4664702",10696
RUA TORI KITAMURA,177,14808215,PARQUE CECAP,ARARAQUARA,SP,"-21,8347171","-48,1462329",10697
AVENIDA BERNARDO SAYAO,1290,76410000,CENTRO,CAMPINORTE,GO,"-14,3158484","-49,1473918",10698
RUA CIDADE DE MINAS,1101,32183240,CARAJAS,CONTAGEM,MG,"-19,859499","-44,0362551",10699
RUA BARAO DO RIO BRANCO,3367,97590000,NOSSA SENHORA DO ROSARIO,ROSARIO DO SUL,RS,"-30,255843","-54,9254751",10701
SITIO PINHALZINHO,SN,18325000,PINHALZINHO,BARRA DO CHAPEU,SP,"-24,4726918","-49,0242537",10702
RUA 6,,74115070,SETOR OESTE,GOIANIA,GO,"-16,6591068","-49,278129",10703
RUA RUI ABADIO RODRIGUES,2614,13060650,JARDIM YEDA,CAMPINAS,SP,"-22,9455391","-47,1103303",10704
RUA PEDRO MIRANDA DE CAMPOS,992,18285000,CENTRO,CESARIO LANGE,SP,"-23,2261675","-47,9565839",10705
AVENIDA ARAPONGAS,1571,86700140,CENTRO,ARAPONGAS,PR,"-23,406246","-51,443347",10706
ESTRADA GUAVIRUTUBA,23,04937000,VILA BOM JARDIM,SAO PAULO,SP,"-23,6857785","-46,7699332",10707
AVENIDA ANTONIO ANGELIN,570,56000000,SANTO ANTONIO,SALGUEIRO,PE,"-8,0728523","-39,1243967",10708
AVENIDA MAESTRO VILAS BOAS,681,08210040,PARQUE VITORIA,SAO PAULO,SP,"-23,5886115","-46,4813853",10709
RUA BORGES LAGOA,1246,04038003,VILA CLEMENTINO,SAO PAULO,SP,"-23,5965589","-46,6489143",10711
AVENIDA SAO BERNARDO DO CAMPO,13,09171100,,SANTO ANDRE,SP,"-23,703316","-46,5156656",10713
ESTRADA DE PINDORAMA A ROBERTO,SN,15830000,JACUBA,PINDORAMA,SP,"-21,1868405","-48,9095433",10715
RUA FELICIANO BICUDO,170,02301020,VILA PAULICEIA,SAO PAULO,SP,"-23,4885421","-46,6150967",10717
RUA MAJOR CAMPOS,61,35700011,CENTRO,SETE LAGOAS,MG,"-19,462335","-44,2434877",10718
AVENIDA DUQUE DE CAXIAS,2014,95758000,CENTRO,SAO PEDRO DA SERRA,RS,"-29,4263867","-51,5162426",10720
AVENIDA 1 DE ABRIL,SN,58540000,CENTRO,SUME,PB,"-7,6716223","-36,8816765",10722
ESTRADA SAO MARCELINO CHAMPAGNAT,SN,83190000,LAGOA,TIJUCAS DO SUL,PR,"-25,9238241","-49,1783569",10724
RUA RIO ELBA,120,32280310,NOVO RIACHO,CONTAGEM,MG,"-19,9534272","-44,0597802",10726
RUA IVA,27,06823160,JARDIM SANTO EDUARDO,EMBU DAS ARTES,SP,"-23,6698208","-46,7987528",10728
RUA VOLUNTARIOS DA PATRIA,39,89860000,CENTRO,MAREMA,SC,"-26,8035827","-52,6256146",10730
AVENIDA BRASIL,SN,84250000,CHARQUEADA,IMBAU,PR,"-24,4489357","-50,7645178",10732
SITIO BOA VISTA,SN,18150000,FEITAL,IBIUNA,SP,"-23,6601008","-47,223489",10734
RUA CAUCASO,35,04727130,VILA CRUZEIRO,SAO PAULO,SP,"-23,6431851","-46,7137847",10735
AVENIDA PRESIDENTE GETULIO VARGAS,2460,94810002,BELA VISTA,ALVORADA,RS,"-29,99803","-51,075189",10737
AVENIDA SENADOR HELVIDIO NUNES,SN,64607755,JUNCO,PICOS,PI,"-7,0796144","-41,4328418",10738
AVENIDA TITO FULGENCIO,250,32215000,JARDIM INDUSTRIAL,CONTAGEM,MG,"-19,9590479","-44,0163175",10740
RUA ASSUNCAO DE MARCO TEIXEIRA,72,31910410,FERNAO DIAS,BELO HORIZONTE,MG,"-19,871648","-43,9183858",10741
RUA GRAO MOGOL,427,30310010,CARMO,BELO HORIZONTE,MG,"-19,9437357","-43,9327435",10742
RUA MARCHAL FLORIANO,1615,96810000,CENTRO,SANTA CRUZ DO SUL,RS,"-29,7258257","-52,4277048",10744
RUA DO OUVIDOR,98,20040030,CENTRO,RIO DE JANEIRO,RJ,"-22,9032289","-43,177775",10746
RUA DAS FLORES,45,65010230,CENTRO,SAO LUIS,MA,"-2,5437651","-44,2326318",10748
AVENIDA AUTONOMISTAS,1400,06194970,VILA YARA,OSASCO,SP,"-23,5390109","-46,7654372",10750
RUA JOAO ANTONIO DA FONSECA,502,06766190,PARQUE PINHEIROS,TABOAO DA SERRA,SP,"-23,6300542","-46,7792959",10751
RUA JOSE BENTO,592,61760000,GUARIBAS,EUSEBIO,CE,"-3,8697074","-38,4597873",10752
AVENIDA MARIO ANDREAZZA,3,65068500,TURU,SAO LUIS,MA,"-2,5042034","-44,2403636",10753
FAZENDA RIACHO DO MEIO,SN,62628000,JUA,IRAUCUBA,CE,"-3,7477459","-39,7846869",10754
SIG QUADRA 3 BLOCO C,,70610433,ZONA INDUSTRIAL,BRASILIA,DF,"-15,7811545","-47,8892205",10755
SETOR EDUCACIONAL,,73310660,PLANALTINA,BRASILIA,DF,"-15,801519","-47,860297",10756
RUA ITAPETINGA,222,31130100,CACHOEIRINHA,BELO HORIZONTE,MG,"-19,8968536","-43,9462307",10758
RUA JUAZEIRO DO NORTE,407,07180230,CIDADE JARDIM CUMBICA,GUARULHOS,SP,"-23,4496714","-46,4745814",10759
RUA FRANCISCO DE ALMEIDA LARA,287,18730000,JARDIM NOVO HORIZONTE,ITAI,SP,"-23,4217742","-49,0924714",10761
RUA FRANCISCO COIMBRA,379,47640000,CENTRO,SANTA MARIA DA VITORIA,BA,"-13,3889434","-44,2000294",10762
RUA MARCO AURELIO MARLIANI,SN,04854170,JARDIMSETE DE SETEMBRO,SAO PAULO,SP,"-23,7728921","-46,6898616",10763
TRAVESSA PATRICIO VEDOLIN,100,98270000,RENASCER,PEJUCARA,RS,"-28,4229618","-53,6565158",10765
AVENIDA FRANCISCO MASTROPIETRO,2480,15996200,VILA CARDIM II,MATAO,SP,"-21,5915421","-48,3524485",10766
,,,,,,"-23,1067087","-48,6123867",10768
AVENIDA ENGENHEIRO LUIZ CARLOS BERRINI,1511,04571011,CIDADE MONCOES,SAO PAULO,SP,"-23,6099279","-46,6942342",10769
RUA PARAGUAI,94,88338090,DAS NACOES,BALNEARIO CAMBORIU,SC,"-26,9776502","-48,6405898",10770
QR 410 CONJUNTO 1,,72320001,SAMAMBAIA NORTE SAMAMBAIA,BRASILIA,DF,"-15,801519","-47,860297",10772
RUA DA SERVIDAO,135,33600000,SANTO ANTONIO BARRA,PEDRO LEOPOLDO,MG,"-19,5702863","-44,0247671",10773
RUA TOMAZ ANTONIO GONZAGA,25,36400000,PROGRESSO,CONSELHEIRO LAFAIETE,MG,"-20,6642099","-43,7771909",10775
RUA UIRAPURU,267,65269000,CENTRO,SERRANO DO MARANHAO,MA,"-1,8485706","-45,1231552",10776
AVENIDA TULIO DE ROSE,80,91340110,PASSO DA AREIA,PORTO ALEGRE,RS,"-30,0217566","-51,1624154",10777
RUA PROFESSOR JOAO SOARES BARCELOS,2962,81670080,BOQUEIRAO,CURITIBA,PR,"-25,4990313","-49,2457689",10778
ALAMEDA W,2,68780000,NOVO HORIZONTE,VIGIA,PA,"-0,863","-48,1310708",10780
AVENIDA JOSE EMERICH,118,36979000,VAL PARAISO,ALTO CAPARAO,MG,"-20,4481139","-41,8731777",10781
RUA ALBANO EICHOLTZ,5,88304430,SAO JOAO,ITAJAI,SC,"-26,9013847","-48,6804756",10783
RUA JURUA,50,31140020,DA GRACA,BELO HORIZONTE,MG,"-19,9027067","-43,9305185",10785
RUA CALDAS JUNIOR,20,90010260,CENTRO,PORTO ALEGRE,RS,"-30,0286276","-51,2326911",10787
RUA SPIPE CALARGE,893,79050261,JARDIM TV MORENA,CAMPO GRANDE,MS,"-20,4887719","-54,5996939",10789
,,,,,,"-3,652971","-45,3673283",10790
RUA JOAO FAOLIM,6,03383030,PARQUE CRUZ DO SUL,SAO PAULO,SP,"-23,5505199","-46,6333094",10792
RUA LINHA,SN,46800000,FLORES,RUY BARBOSA,BA,"-12,277696","-40,4993651",10794
RUA CEARA,335,78250000,CENTRO,PONTES E LACERDA,MT,"-15,2306328","-59,3312179",10795
RUA FLORA D ASSUNCAO GONCALVES,297,53270570,SAO BENEDITO,OLINDA,PE,"-8,0016637","-34,8961013",10796
RODOVIA AC 40,1107,69901180,TRIANGULO NOVO,RIO BRANCO,AC,"-9,9817384","-67,8071565",10798
AVENIDA SEIS DE SETEMBRO,180,68901520,SANTA INES,MACAPA,AP,"0,0227255","-51,0571289",10800
RUA HELENA RONICCE MARCIANO,320,79740000,PIRAVEVE,IVINHEMA,MS,"-22,3050364","-53,8189127",10802
RUA QUINZE DE NOVEMBRO,25,11310400,CENTRO,SAO VICENTE,SP,"-23,96836","-46,3876739",10803
RUA SANTO ANTONIO JARDIM,186,07142160,JARDIM SAO DOMINGOS,GUARULHOS,SP,"-23,4148113","-46,4936659",10804
RUA JOAO JOSE DIAS JUNIOR,46,88240000,CENTRO,SAO JOAO BATISTA,SC,"-27,276642","-48,8500102",10806
RUA DO GASOMETRO,425,03004001,BRAS,SAO PAULO,SP,"-23,5438765","-46,6221711",10807
AVENIDA ZIL BRASIL,500,19260000,JARDIM FLORA,MIRANTE DO PARANAPANEMA,SP,"-22,2871844","-51,9065023",10809
AVENIDA PEDRO ROSCHEL GOTTSFRITZ,96A,04809160,TERCEIRA DIVISAO DE INTERLAGOS,SAO PAULO,SP,"-23,7164483","-46,692422",10811
RUA CARLOS ESTEVAO,755,91240001,JARDIM D EOPOLDINA,PORTO ALEGRE,RS,"-30,0164715","-51,1160133",10812
RUA ANTONIO E DO SACRAMENTO,34,35400000,JARDIM ALVORADA,OURO PRETO,MG,"-20,3857429","-43,5155612",10813
RUA ANA GENILDA COSTA BARROS,7575,57150000,CHACARA DO PILAR,PILAR,AL,"-9,5926428","-35,9481977",10815
AVENIDA MARGINAL,33117,11714630,JARDIM TREVO,PRAIA GRANDE,SP,"-24,0402112","-46,5232068",10816
RUA BENTO GONCALVES,548,96570000,CENTRO,CACAPAVA DO SUL,RS,"-30,5145704","-53,4862764",10817
RUA XV DE NOVEMBRO,2987,85960000,LOTEAMENTO ANA NEUSA,MARECHAL CANDIDO RONDON,PR,"-24,5413657","-54,0475239",10818
RODOVIA DOUTOR OSWALDO CRUZ,SN,12140000,CENTRO,SAO LUIZ DO PARAITINGA,SP,"-23,2254868","-45,3161136",10819
RUA DA REDENCAO,1722,68903195,JARDIM MARCO ZERO,MACAPA,AP,"-0,0037429","-51,0734104",10820
AVENIDA BELO HORIZONTE,272,39437000,CENTRO,LONTRA,MG,"-15,9030465","-44,3017819",10821
AVENIDA ANTONIO PIMENTEL DE FREITAS,198,46850000,CAMPO ALEGRE,BOA VISTA DO TUPIM,BA,"-12,6637655","-40,6015962",10822
RUA FRANCISCO DA C CAMBRAIA,535,19700000,VILA NOVA,PARAGUACU PAULISTA,SP,"-22,4262236","-50,5872872",10823
RUA D,SN,40301155,FAZ A DE COUTOS III,SALVADOR,BA,"-12,9179725","-38,3149241",20253
RUA WALDEMAR PANARO,878,13483339,PARQUE RESIDENCIAL ABILIO PEDRO,LIMEIRA,SP,"-22,5562558","-47,4454897",10826
AVENIDA RIO DE JANEIRO,23,68524000,CENTRO,ELDORADO DOS CARAJAS,PA,"-6,1085617","-49,3465368",10828
RUA SAO VICENTE DE PAULO,463,01229010,HIGIENOPOLIS,SAO PAULO,SP,"-23,5389499","-46,6561571",10830
AVENIDA CASTELO BRANCO,2550,74140150,CAMPINAS,GOIANIA,GO,"-16,6757477","-49,2908072",10831
AVENIDA DOS JEQUITIBAS,2832,78552274,JARDIM DAS VIOLETAS,SINOP,MT,"-11,8367544","-55,516031",10833
RUA MARIA CINTO DE BIAGGI,164,18095410,JARDIM SANTA ROSALIA,SOROCABA,SP,"-23,4900788","-47,4442043",10834
RUA ORQUIDEA,143,91560220,LOMBA DO PINHEIRO,PORTO ALEGRE,RS,"-30,1174911","-51,1104645",10836
RUA DO GUIA LOPES,664,95020390,CENTRO,CAXIAS DO SUL,RS,"-29,1671093","-51,1745745",10838
RUA JEQUITIBA,487,35160306,HORTO,IPATINGA,MG,"-19,5052187","-42,5713461",10839
RUA AMBROSINA DO CARMO BUONAGUIDE,239,07700135,CENTRO,CAIEIRAS,SP,"-23,3618394","-46,743647",10841
RUA DRAUSIO MEDINA ESTRELA,688,15580000,CENTRO,MIRA ESTRELA,SP,"-19,9794959","-50,1377908",10842
RUA TREZE DE MAIO,3,17010230,CENTRO,BAURU,SP,"-22,3179057","-49,0756038",10843
SITIO DOS MARTINIANOS,SN,12940970,CACHOEIRA,ATIBAIA,SP,"-23,1175492","-46,5567066",10845
LOG ANTIGA SERRARIA,7,85460000,ZONA RURAL,QUEDAS DO IGUACU,PR,"-25,4511067","-52,9116768",10847
QUADRA T DOIS,16,92440160,GUAJUVIRAS,CANOAS,RS,"-29,9104144","-51,1525502",10849
ESTRADA DA AGUA ESPRAIADA,570,06725153,AGUA ESPRAIADA CAUCAIA DO ALTO,COTIA,SP,"-23,6618372","-47,0480184",10851
RUA VITORIO OCTAVIANO FLORIANI,227,88356070,LIMEIRA BAIXA,BRUSQUE,SC,"-27,0807724","-48,8635423",10853
RUA GENERAL CAMARA,1252,97501610,CENTRO,URUGUAIANA,RS,"-29,7504323","-57,0834151",10854
ESTRADA RS 118,6955,93226312,NOVA SAPUCAIA,SAPUCAIA DO SUL,RS,"-29,8340131","-51,1392554",10856
RUA JOAO TRAJANO SOBRINHO,1,58804275,SAO JOSE,SOUSA,PB,"-6,7518873","-38,2314022",10857
RUA RIO NEGRO,151,27250150,AGUA LIMPA,VOLTA REDONDA,RJ,"-22,5059839","-44,068965",20273
AVENIDA ITAMARATI,264,09290730,VILA CURUCA,SANTO ANDRE,SP,"-23,6472578","-46,524474",10859
RUA PREFEITO JOSE SOARES,925,13720000,JARDIM AEROPORTO,SAO JOSE DO RIO PARDO,SP,"-21,6139443","-46,8891197",10861
RUA PROJETADA,SN,28906190,PASSAGEM,CABO FRIO,RJ,"-22,8610567","-41,9990762",10863
KM,2,98470000,SAO CRISTOVAO,PLANALTO,RS,"-27,3305573","-53,0599118",10864
AVENIDA MANOEL GOULART,2400,19060000,VILA SANTA HELENA,PRESIDENTE PRUDENTE,SP,"-22,116354","-51,407259",10866
AVENIDA BEBERIBE,,52130000,AGUA FRIA,RECIFE,PE,"-8,0192829","-34,8940997",10868
RUA ESMERALDAS,1385,39260971,CENTRO,VARZEA DA PALMA,MG,"-17,5830614","-44,7309343",10870
AVENIDA DOUTOR OLIVIO LIRA,353,29101260,PRAIA DA COSTA,VILA VELHA,ES,"-20,3477821","-40,2949528",10871
RUA ALFREDO CARRARA,21,14600000,JARDIM AMERICA,SAO JOAQUIM DA BARRA,SP,"-20,5755416","-47,8689916",10873
AVENIDA JUCA CORDEIRO,537,38770000,CENTRO,JOAO PINHEIRO,MG,"-17,7444844","-46,1738787",10874
RUA BAR DO BANANAL,1122,05024000,VILA POMPEIA,SAO PAULO,SP,"-23,5338276","-46,6889821",10876
RUA FLORENCIO DE ABREU,36,01030000,CENTRO,SAO PAULO,SP,"-23,543851","-46,6334194",10877
RUA FRANCISCO RAMOS,109,16300000,RESIDENCIAL SAO FRANCISCO,PENAPOLIS,SP,"-21,4083447","-50,0614013",10879
ESTRADA MUNICIPAL ANTONIO NAVARRETE BARROSO,36,15130000,RECANTO DO BEIJA FLOR,MIRASSOL,SP,"-20,8118026","-49,5124382",10880
RUA TANCREDO DE ALMEIDA NEVES,152,89700258,CINQUENTENARIO,CONCORDIA,SC,"-27,2264119","-52,0151001",10881
RUA SARMENTO LEITE,282,90050170,CIDADE BAIXA,PORTO ALEGRE,RS,"-30,0321355","-51,2202006",10883
SITIO VALMIR,SN,19260000,COL NOVA BESSARABIA,MIRANTE DO PARANAPANEMA,SP,"-22,294824","-51,9078245",10885
RODOVIA PA 150,SN,68504034,DIST INDUSTRIAL,MARABA,PA,"-5,3428035","-49,0817486",10887
RUA DA BANDUIRA,18,02181170,PARQUE NOVO MUNDO,SAO PAULO,SP,"-23,5169563","-46,5620008",10888
AVENIDA NOVA FORTALEZA,1148,61930350,CIDADE NOVA,MARACANAU,CE,"-3,838627","-38,576911",10889
RUA ALICE VIEIRA RANIERI,1,17013100,VILA FLORES,BAURU,SP,"-22,3170618","-49,065541",10891
,,,,,,"-22,9066876","-43,1106422",10892
RUA PROFESSOR ANACLETO,270,60450360,PARQUELANDIA,FORTALEZA,CE,"-3,7359768","-38,5527385",10894
RUA ANTONIO MARIANO,327,04784000,JARDIM IPANEMA,SAO PAULO,SP,"-23,6889037","-46,7080098",10895
RUA ESPERANCA,465,14940000,CENTRO,IBITINGA,SP,"-21,7523437","-48,8205102",10896
RUA MANOEL G HORTA,20,86808090,CENTRO,APUCARANA,PR,"-23,5541586","-51,4560389",10897
AVENIDA EDUARDO RIBEIRO,500,69010000,CENTRO,MANAUS,AM,"-3,1328078","-60,0241017",10899
RUA DO SOL,141,65020590,CENTRO,SAO LUIS,MA,"-2,5286526","-44,3021809",10900
AVENIDA AROEIRA,325,76350000,CENTRO,RUBIATABA,GO,"-15,163825","-49,8031173",10902
AVENIDA NACOES UNIDAS,10989,04578900,BROOKLIN PAULISTA,SAO PAULO,SP,"-23,5943299","-46,6918528",10903
RUA GENERAL OSORIO,2298,97670000,CENTRO,SAO BORJA,RS,"-28,6592119","-56,0066703",10904
RUA ORIGENES FRANCO SIMOES,154,79730000,CENTRO,GLORIA DE DOURADOS,MS,"-22,4175999","-54,2309523",10905
RUA ESTRELA,SN,76270000,SETOR ALTO PARAISO,JUSSARA,GO,"-15,8586365","-50,8691439",10906
PASSAGEM SAO JORGE,25,66075310,GUAMA,BELEM,PA,"-1,402543","-48,4601313",10908
RUA HELENA DE OLIVEIRA,36A,29311739,AGOSTINHO SIMONATO,CACHOEIRO DE ITAPEMIRIM,ES,"-20,8458086","-41,1500161",10909
RUA ALESSANDRA SALUM CADAR,415,30575190,BURITIS,BELO HORIZONTE,MG,"-19,9793554","-43,9697548",10910
ESTRADA MUNICIPAL BOITUVA PORTO FELIZ ALTURA DO,,18550000,BAIRRO MARIA ALVES,BOITUVA,SP,"-23,2860188","-47,6790285",10911
SITIO BELA VISTA,SN,16300000,BARRA BONITA,PENAPOLIS,SP,"-21,4152377","-50,0773225",10913
SITIO SANTA ELIZA,SN,14570000,RURAL,BURITIZAL,SP,"-20,1936224","-47,7105454",10914
SITIO SAO LUIS,SN,15990970,ZONA RURAL,MATAO,SP,"-21,6029893","-48,3644226",10916
RUA RIO NOVO,44,31210790,LAGOINHA,BELO HORIZONTE,MG,"-19,9079388","-43,9442343",10918
RUA MINISTRO JESUINO CARDOSO,454,04544051,VILA NOVA CONCEICAO,SAO PAULO,SP,"-23,5925719","-46,6821464",10920
ESTANCIA JO CA,SN,19300000,ZONA RURAL,PRESIDENTE BERNARDES,SP,"-22,0077937","-51,5531899",10921
SITIO SAO JOSE I,SN,13390000,BAIRRO CAMPESTRE,RIO DAS PEDRAS,SP,"-23,5583624","-46,4218238",10923
RUA PARANA,276,89683000,CENTRO,PONTE SERRADA,SC,"-26,8756586","-52,0145935",10924
RUA PADRE LAFAIETE,72,38440220,CENTRO,ARAGUARI,MG,"-18,6479575","-48,1934052",10925
AVENIDA SAO DE FATIMA,3900A,69340000,CONJUNTO SAMAUMA,MUCAJAI,RR,"2,4444063","-60,9203557",10926
RUA 28 DE OUTUBRO,3105,78280000,CENTRO,MIRASSOL D OESTE,MT,"-15,6684301","-58,0786629",10928
RUA PEDRO BORGES,33,60055110,CENTRO,FORTALEZA,CE,"-3,7283188","-38,5276509",10930
RUA SETE DE SETEMBRO,3,45000540,CENTRO,VITORIA DA CONQUISTA,BA,"-14,8506206","-40,8401278",10932
RUA SETE DE SETEMBRO,136,45655530,NOSSA SENHORA DA VITORIA,ILHEUS,BA,"-14,8389409","-39,0329828",10933
AVENIDA JOSE DE ALENCAR,496,38200000,ALTO BOA VISTA,FRUTAL,MG,"-20,0172748","-48,9360763",10934
AVENIDA VI,,61900670,JEREISSATI I,MARACANAU,CE,"-3,8807167","-38,6132859",10936
RUA MARQUES DO HERVAL,308,12281510,CENTRO,CACAPAVA,SP,"-23,1017868","-45,7047569",10937
RUA CAXETA,4221,76875536,POLO MOVELEIRO,ARIQUEMES,RO,"-9,9061054","-63,0330413",10939
AVENIDA CAMPOS SALES,680,59020300,TIROL,NATAL,RN,"-5,7892677","-35,2004938",10941
RUA ORION LOT MOINHOS DE VENTO,187,92031065,ESTANCIA VELHA,CANOAS,RS,"-29,9182447","-51,1538618",10943
RUA JOAO VIEIRA PRIOSTE,785,03429000,VILA CARRAO,SAO PAULO,SP,"-23,5521806","-46,5397154",10944
AVENIDA ALBERTO MARANHAO,3695,59618700,BOM JARDIM,MOSSORO,RN,"-5,1772011","-37,335805",10945
RUA BELO HORIZONTE,SN,98470000,SAO GABRIEL,PLANALTO,RS,"-27,3305573","-53,0599118",10947
RUA XAVANTES,127A,85806020,SANTA CRUZ,CASCAVEL,PR,"-24,972341","-53,5039076",10949
RUA RUI BARBOSA,2253,89220100,COSTA E SILVA,JOINVILLE,SC,"-26,2646545","-48,8826813",10951
RUA SANTOS DUMONT,37,65370000,CENTRO,PINDARE MIRIM,MA,"-3,6092913","-45,3409755",10953
RUA AGAPITO DOS SANTOS,374,60010250,CENTRO,FORTALEZA,CE,"-3,7245493","-38,5384093",10954
